feature,mean_importance
return_autocorrelation_lag1_2,0.000238091789056296
return_autocorrelation_lag1_rolling_sd2,0.0006205333161933481
price1_granger_cause_price2,0.000873144635270201
return_sd2,0.000913917120767134
return_skew1,0.0011406710646140288
return_mean1,0.001673839325079632
return_correlation_ts1_lag_3,0.0025152386365986275
return_correlation_ts2_lag_3,0.0026581904325210606
return_correlation_ts2_lag_1,0.0030808735962537756
price2_granger_cause_price1,0.003287653523931223
return_correlation_ts1_lag_1,0.0034196660121317535
return_correlation_ts1_lag_2,0.0036926055677167593
return_correlation_ts2_lag_2,0.0036987120612348343
return_kurtosis2,0.0045598413182453956
return_mean2,0.005404796238166554
return_skew2,0.006290823947486796
return_correlation_ts1_lag_0,0.01011846861406294
return_sd1,0.019953860740439536
return_autocorrelation_lag1_rolling_sd1,0.03092553367725509
return_kurtosis1,0.1238467962785184
return_autocorrelation_lag1_1,0.12406663169392411
