feature,weight
intercept,-2.6214155862858415
mean1,1.4691149967029404
mean2,-0.8301520230867568
sd1,0.2691089950039498
sd2,-0.3419621495652904
skewness1,-1.717381698121524
skewness2,-0.6475228127164218
kurtosis1,-2.6047163434291654
kurtosis2,-3.055082081590989
return_autocorrelation_1_lag1,0.38911066558833657
return_autocorrelation_1_lag2,0.23745126046855625
return_autocorrelation_1_lag3,0.2559207692463519
return_autocorrelation_2_lag1,0.7689369523780847
return_autocorrelation_2_lag2,0.2402959445622427
return_autocorrelation_2_lag3,0.20814516141681522
return_correlation_ts1_lag_0,0.6349670682985082
return_correlation_ts1_lag_1,0.5433428154117628
return_correlation_ts1_lag_2,0.20802501974020793
return_correlation_ts1_lag_3,-0.004888106474702803
return_correlation_ts2_lag_1,0.7566853298999069
return_correlation_ts2_lag_2,0.10413478995656182
return_correlation_ts2_lag_3,0.47241481888351305
sqreturn_autocorrelation_ts1_lag1,0.487365884217975
sqreturn_autocorrelation_ts1_lag2,0.6163733938692935
sqreturn_autocorrelation_ts1_lag3,0.9782455219979741
sqreturn_autocorrelation_ts2_lag1,0.6534230534467573
sqreturn_autocorrelation_ts2_lag2,1.0084691422907728
sqreturn_autocorrelation_ts2_lag3,1.5973147928238642
sqreturn_correlation_ts1_lag_0,0.6349670682985082
sqreturn_correlation_ts1_lag_1,0.5433428154117628
sqreturn_correlation_ts1_lag_2,0.20802501974020793
sqreturn_correlation_ts1_lag_3,-0.004888106474702803
sqreturn_correlation_ts2_lag_1,0.7566853298999069
sqreturn_correlation_ts2_lag_2,0.10413478995656182
sqreturn_correlation_ts2_lag_3,0.47241481888351305
price2_granger_cause_price1,-0.6458027391764022
price1_granger_cause_price2,-0.29986746898839045
