feature,weight
intercept,0.18367379535015196
standardised_price_mean1,0.48431869009846745
standardised_price_mean2,0.8066723857325249
return_mean1,0.3762060612275049
return_mean2,1.5132767335831816
return_sd1,-0.18936251605670662
return_sd2,0.08968152699328456
return_skew1,0.22284266931673646
return_skew2,0.04451320703656882
return_kurtosis1,-0.7004541593635584
return_kurtosis2,-0.7525411197617374
return_autocorrelation_lag1_1,0.09186956810345939
return_autocorrelation_lag1_2,0.06181153465328949
return_autocorrelation_lag1_rolling_sd1,-0.30456861483841524
return_autocorrelation_lag1_rolling_sd2,-0.6799571470782002
price_adf_p_values,0.1808835595399394
return_correlation_ts1_lag_0,2.201927171765681
return_correlation_ts1_lag_1,0.06138119829478149
return_correlation_ts1_lag_2,0.09604035530825719
return_correlation_ts1_lag_3,0.07264998187883351
return_correlation_ts2_lag_1,0.04531740226500967
return_correlation_ts2_lag_2,0.07732316010807302
return_correlation_ts2_lag_3,0.07381138425882718
durbin_watson_statistic1,-0.1697538992499949
durbin_watson_statistic2,0.15788073189844223
co_integration_statistic,-0.09476401435902038
price2_granger_cause_price1,-0.2838942431573596
price1_granger_cause_price2,-0.3153162876033167
