feature,shap_importance
return_correlation_ts1_lag_0,1.889683099736981
return_mean2,1.4802705809692775
return_kurtosis2,0.7439285685658757
standardised_price_mean2,0.7121173611804175
return_autocorrelation_lag1_rolling_sd2,0.43993150109216345
return_kurtosis1,0.4234303190775008
standardised_price_mean1,0.3534494447551219
return_autocorrelation_lag1_rolling_sd1,0.24935934223965725
return_sd2,0.19161392016220405
return_sd1,0.12007920249814986
durbin_watson_statistic1,0.10529347945052982
return_mean1,0.10025142350205718
return_skew1,0.08292348228852323
durbin_watson_statistic2,0.07304044463412844
price1_granger_cause_price2,0.07056554784636117
price2_granger_cause_price1,0.06487589213228898
return_skew2,0.061921764798294296
co_integration_statistic,0.05356393097323091
price_adf_p_values,0.011761522828668438
return_correlation_ts1_lag_2,0.005769348465923902
return_correlation_ts2_lag_2,0.005257957834647419
return_autocorrelation_lag1_1,0.0051145770899479
return_autocorrelation_lag1_2,0.004582869464864297
return_correlation_ts1_lag_1,0.003488102175226211
return_correlation_ts1_lag_3,0.002572066455801438
return_correlation_ts2_lag_3,0.002394410756255046
return_correlation_ts2_lag_1,0.0020783022715101076
