feature,weight
intercept,-0.04452531283989257
standardised_price_mean1,1.2148677860957764
standardised_price_mean2,-1.9028460102147067
return_mean1,0.32868832434949063
return_mean2,-0.4209819107711299
return_sd1,-0.020337672533152596
return_sd2,1.2966187081950504
return_skew1,-0.18847227955478826
return_skew2,-0.07906458898224919
return_kurtosis1,0.050955892347229116
return_kurtosis2,-0.24182029503482871
return_autocorrelation_lag1_1,0.049093215236973756
return_autocorrelation_lag1_2,0.073474473454083
return_autocorrelation_lag1_rolling_sd1,1.4672074157477646
return_autocorrelation_lag1_rolling_sd2,1.4798854377263595
price_adf_p_values,0.7041334299579355
return_correlation_ts1_lag_0,-0.1410847649393878
return_correlation_ts1_lag_1,-0.03093805219079687
return_correlation_ts1_lag_2,0.02887926429724519
return_correlation_ts1_lag_3,-0.0821986522717883
return_correlation_ts2_lag_1,-0.057514648764338726
return_correlation_ts2_lag_2,-0.03346382973771749
return_correlation_ts2_lag_3,-0.1003806121317332
durbin_watson_statistic1,-0.34907056618601906
durbin_watson_statistic2,0.119965091879056
co_integration_statistic,0.6983779382986548
price2_granger_cause_price1,-0.16050865423173286
price1_granger_cause_price2,-0.028241671755375532
