feature,weight
intercept,-2.8325333334118756
return_mean1,0.8911207282485318
return_mean2,1.0213728576620187
return_sd1,-0.44480785060768485
return_sd2,0.6150075157809237
return_skew1,-0.4664229137004859
return_skew2,-0.1592035144679578
return_kurtosis1,-1.2126309814877034
return_kurtosis2,-2.278535982921867
return_autocorrelation_1_lag1,0.44189740101653147
return_autocorrelation_1_lag2,0.5986430466414514
return_autocorrelation_1_lag3,-0.208948663797439
return_autocorrelation_2_lag1,-0.1525619472110048
return_autocorrelation_2_lag2,-0.17624356902653893
return_autocorrelation_2_lag3,-0.25526206961404846
return_correlation_ts1_lag_0,1.1941747212767504
return_correlation_ts1_lag_1,0.005975642916830585
return_correlation_ts1_lag_2,0.3438343249118862
return_correlation_ts1_lag_3,-0.604949378688694
return_correlation_ts2_lag_1,-0.11112814827100898
return_correlation_ts2_lag_2,0.2990528523881103
return_correlation_ts2_lag_3,-0.5240979411525581
sqreturn_autocorrelation_ts1_lag1,1.4854579239781383
sqreturn_autocorrelation_ts1_lag2,2.320924430844377
sqreturn_autocorrelation_ts1_lag3,2.4775914526990017
sqreturn_autocorrelation_ts2_lag1,1.1954563710612531
sqreturn_autocorrelation_ts2_lag2,2.06776693717539
sqreturn_autocorrelation_ts2_lag3,1.8211319004706814
sqreturn_correlation_ts1_lag_0,1.1941747212767504
sqreturn_correlation_ts1_lag_1,0.005975642916830585
sqreturn_correlation_ts1_lag_2,0.3438343249118862
sqreturn_correlation_ts1_lag_3,-0.604949378688694
sqreturn_correlation_ts2_lag_1,-0.11112814827100898
sqreturn_correlation_ts2_lag_2,0.2990528523881103
sqreturn_correlation_ts2_lag_3,-0.5240979411525581
price2_granger_cause_price1,-0.31068994669333433
price1_granger_cause_price2,-0.37673112362630723
