feature,shap_importance
return_kurtosis1,1.984365701675415
return_mean2,1.7097686529159546
return_sd1,0.5509257912635803
sqreturn_autocorrelation_ts1_lag1,0.23136493563652039
return_mean1,0.08998459577560425
return_sd2,0.06201541796326637
return_skew1,0.06003142520785332
sqreturn_autocorrelation_ts1_lag3,0.048102542757987976
return_correlation_ts2_lag_2,0.04038328304886818
return_correlation_ts1_lag_0,0.03474844619631767
return_skew2,0.03262471780180931
sqreturn_autocorrelation_ts2_lag1,0.031807877123355865
return_autocorrelation_2_lag2,0.026767125353217125
price2_granger_cause_price1,0.026644201949238777
price1_granger_cause_price2,0.01739281415939331
sqreturn_autocorrelation_ts2_lag2,0.015894796699285507
sqreturn_autocorrelation_ts1_lag2,0.013032601214945316
sqreturn_autocorrelation_ts2_lag3,0.01211494579911232
return_autocorrelation_2_lag3,0.009596181102097034
return_autocorrelation_2_lag1,0.009078837931156158
return_correlation_ts1_lag_3,0.0057663931511342525
return_autocorrelation_1_lag3,0.004989407956600189
return_autocorrelation_1_lag2,0.0023676457349210978
return_correlation_ts2_lag_3,0.002094232477247715
sqreturn_correlation_ts1_lag_3,0.0
return_kurtosis2,0.0
sqreturn_correlation_ts2_lag_3,0.0
sqreturn_correlation_ts2_lag_2,0.0
sqreturn_correlation_ts2_lag_1,0.0
return_correlation_ts1_lag_1,0.0
sqreturn_correlation_ts1_lag_2,0.0
sqreturn_correlation_ts1_lag_1,0.0
sqreturn_correlation_ts1_lag_0,0.0
return_correlation_ts1_lag_2,0.0
return_autocorrelation_1_lag1,0.0
return_correlation_ts2_lag_1,0.0
