feature,shap_importance
kurtosis2,1.5080138444900513
sqreturn_autocorrelation_ts2_lag3,0.8003399968147278
return_correlation_ts1_lag_0,0.7934542298316956
kurtosis1,0.6334811449050903
sqreturn_autocorrelation_ts1_lag3,0.4740455746650696
mean1,0.4302050769329071
sqreturn_autocorrelation_ts2_lag2,0.348443865776062
sd1,0.23892119526863098
return_autocorrelation_2_lag1,0.23846882581710815
sqreturn_autocorrelation_ts1_lag2,0.18443503975868225
skewness1,0.15948420763015747
price2_granger_cause_price1,0.10399013757705688
mean2,0.10073894262313843
skewness2,0.07887399196624756
sd2,0.07822278141975403
sqreturn_autocorrelation_ts1_lag1,0.07556520402431488
return_correlation_ts2_lag_1,0.06649727374315262
return_correlation_ts2_lag_3,0.04753473028540611
sqreturn_autocorrelation_ts2_lag1,0.03554201498627663
return_correlation_ts1_lag_2,0.02542140521109104
return_correlation_ts2_lag_2,0.015024963766336441
return_autocorrelation_1_lag2,0.012765026651322842
return_autocorrelation_1_lag1,0.011309307999908924
return_correlation_ts1_lag_1,0.006913615390658379
return_autocorrelation_2_lag2,0.00629744166508317
return_correlation_ts1_lag_3,0.0038206069730222225
return_autocorrelation_1_lag3,0.0032698626164346933
return_autocorrelation_2_lag3,0.0030530865769833326
sqreturn_correlation_ts1_lag_0,0.0
sqreturn_correlation_ts1_lag_1,0.0
sqreturn_correlation_ts1_lag_2,0.0
sqreturn_correlation_ts1_lag_3,0.0
sqreturn_correlation_ts2_lag_1,0.0
sqreturn_correlation_ts2_lag_2,0.0
sqreturn_correlation_ts2_lag_3,0.0
price1_granger_cause_price2,0.0
