feature,weight
intercept,-1.3075171903782072
return_mean1,-0.6102728401435935
return_mean2,0.01397857000357077
return_sd1,-0.06097546963620425
return_sd2,-0.23928131763730756
return_skew1,0.04672531578150835
return_skew2,0.272097094166054
return_kurtosis1,-3.9483380176496925
return_kurtosis2,-2.892974236002425
return_autocorrelation_1_lag1,0.4033610864004713
return_autocorrelation_1_lag2,0.19519635472274188
return_autocorrelation_1_lag3,0.4749090424549591
return_autocorrelation_2_lag1,0.6302901378212632
return_autocorrelation_2_lag2,0.7034562921662495
return_autocorrelation_2_lag3,0.6354415269329422
return_correlation_ts1_lag_0,-0.2608780605046002
return_correlation_ts1_lag_1,0.370903769908216
return_correlation_ts1_lag_2,0.28171293102152367
return_correlation_ts1_lag_3,0.3274723986455807
return_correlation_ts2_lag_1,0.4164666888959943
return_correlation_ts2_lag_2,0.07552296728944057
return_correlation_ts2_lag_3,0.28448704464392666
sqreturn_autocorrelation_ts1_lag1,-1.3767016151252292
sqreturn_autocorrelation_ts1_lag2,-1.267239647603572
sqreturn_autocorrelation_ts1_lag3,-0.9185745690099962
sqreturn_autocorrelation_ts2_lag1,-1.5562312608063296
sqreturn_autocorrelation_ts2_lag2,-0.8678814882189348
sqreturn_autocorrelation_ts2_lag3,-0.6658479067742377
sqreturn_correlation_ts1_lag_0,-0.2608780605046002
sqreturn_correlation_ts1_lag_1,0.370903769908216
sqreturn_correlation_ts1_lag_2,0.28171293102152367
sqreturn_correlation_ts1_lag_3,0.3274723986455807
sqreturn_correlation_ts2_lag_1,0.4164666888959943
sqreturn_correlation_ts2_lag_2,0.07552296728944057
sqreturn_correlation_ts2_lag_3,0.28448704464392666
price2_granger_cause_price1,-0.07395639582578702
price1_granger_cause_price2,-0.154512525163572
