feature,shap_importance
kurtosis1,1.575031295977731
kurtosis2,1.2017667511602745
skewness1,0.3600374323330062
sd2,0.3116582523040211
sd1,0.27191572303304645
skewness2,0.24069932248846335
mean2,0.13064139603181846
price2_granger_cause_price1,0.1230280334852919
sqreturn_autocorrelation_ts2_lag3,0.09908538294540807
sqreturn_autocorrelation_ts1_lag3,0.09822580616657747
mean1,0.08186126466603963
sqreturn_autocorrelation_ts2_lag2,0.07159263289161298
sqreturn_autocorrelation_ts2_lag1,0.07131954174825812
sqreturn_autocorrelation_ts1_lag1,0.056379411532397186
sqreturn_autocorrelation_ts1_lag2,0.04508662213343187
return_autocorrelation_1_lag3,0.030299316610164325
sqreturn_correlation_ts1_lag_1,0.02775476663952042
return_correlation_ts1_lag_1,0.02775476663952042
return_autocorrelation_2_lag1,0.027115821614185073
return_autocorrelation_1_lag1,0.024704623309472113
return_correlation_ts1_lag_0,0.02345300152494816
sqreturn_correlation_ts1_lag_0,0.02345300152494816
return_correlation_ts1_lag_3,0.018279767449425013
sqreturn_correlation_ts1_lag_3,0.018279767449425013
price1_granger_cause_price2,0.016806005540414795
return_autocorrelation_2_lag3,0.016536562793571838
return_correlation_ts2_lag_3,0.01523278419806162
sqreturn_correlation_ts2_lag_3,0.01523278419806162
sqreturn_correlation_ts2_lag_1,0.01400042404198517
return_correlation_ts2_lag_1,0.01400042404198517
return_correlation_ts1_lag_2,0.007256889278729761
sqreturn_correlation_ts1_lag_2,0.007256889278729761
return_correlation_ts2_lag_2,0.006163160749029545
sqreturn_correlation_ts2_lag_2,0.006163160749029545
return_autocorrelation_2_lag2,0.0020767841767269893
return_autocorrelation_1_lag2,0.0015094027536589009
