feature,mean_importance
sqreturn_autocorrelation_ts2_lag1,-0.021681551264510483
return_correlation_ts1_lag_1,-0.013396560150448761
sqreturn_correlation_ts1_lag_1,-0.012879010508174632
return_autocorrelation_2_lag1,-0.005233384251199869
return_correlation_ts2_lag_1,-0.004373810445559889
sqreturn_correlation_ts2_lag_1,-0.0038024906710798336
sqreturn_correlation_ts2_lag_2,-0.00344125802054438
return_correlation_ts2_lag_2,-0.0030528758300797875
return_autocorrelation_2_lag3,-0.002964221877136336
return_autocorrelation_1_lag2,-0.002275174611685149
sqreturn_correlation_ts2_lag_3,-0.002166171516026244
return_correlation_ts2_lag_3,-0.0011277075498739076
price1_granger_cause_price2,0.00012955109781526142
return_correlation_ts1_lag_0,0.0012835323285751376
sqreturn_correlation_ts1_lag_2,0.002939026802060124
return_correlation_ts1_lag_2,0.004432492031511093
return_autocorrelation_2_lag2,0.004629118362196899
return_autocorrelation_1_lag1,0.004641872105740968
sqreturn_autocorrelation_ts1_lag3,0.004780174126250347
return_autocorrelation_1_lag3,0.0077840567918044945
sqreturn_correlation_ts1_lag_0,0.009833940499247634
sqreturn_autocorrelation_ts1_lag1,0.011288885853166546
return_correlation_ts1_lag_3,0.013780102934235528
mean2,0.014193951182609238
sqreturn_autocorrelation_ts2_lag2,0.014435803122734413
sqreturn_correlation_ts1_lag_3,0.015069907892649271
sqreturn_autocorrelation_ts2_lag3,0.01610773578304726
mean1,0.02211603927030063
skewness1,0.02733096227143058
sqreturn_autocorrelation_ts1_lag2,0.02772441609355323
price2_granger_cause_price1,0.028176754671986926
sd2,0.03811507613119741
sd1,0.0766788497656274
skewness2,0.19443364628751567
kurtosis2,0.47075503167314914
kurtosis1,0.6336157184994036
