feature,shap_importance
standardised_price_mean2,1.8177546009707366
return_autocorrelation_lag1_rolling_sd1,1.093102775544582
standardised_price_mean1,1.0671994218453114
return_autocorrelation_lag1_rolling_sd2,1.056872540104561
return_sd2,0.7124962299472021
co_integration_statistic,0.1938014441960982
return_sd1,0.1894658085771695
durbin_watson_statistic1,0.15393985637163823
return_skew1,0.1515191328741836
durbin_watson_statistic2,0.14715116105744938
price_adf_p_values,0.1413021609731888
return_correlation_ts1_lag_0,0.10837997548694213
return_mean2,0.0862170339157105
return_skew2,0.08588204834158722
return_kurtosis2,0.0628641072945324
price2_granger_cause_price1,0.05425994808511625
return_mean1,0.03679475656628157
price1_granger_cause_price2,0.01997003489268144
return_kurtosis1,0.016778855332411656
return_correlation_ts2_lag_3,0.008100621094982644
return_correlation_ts1_lag_3,0.004326564593222866
return_autocorrelation_lag1_1,0.003067430445283066
return_autocorrelation_lag1_2,0.002618396504287641
return_correlation_ts1_lag_2,0.002445241823041905
return_correlation_ts1_lag_1,0.0022878437602034045
return_correlation_ts2_lag_2,0.002167039313616927
return_correlation_ts2_lag_1,0.0008409619042755259
