feature,weight
intercept,-2.4629861036612866
return_mean1,1.2557727376038819
return_mean2,1.070437799506664
return_sd1,0.6025056362498524
return_sd2,-0.1902764021863017
return_skew1,-1.3516203639460675
return_skew2,-1.4830229564913742
return_kurtosis1,-3.662911888183731
return_kurtosis2,-1.1308083679769951
return_autocorrelation_1_lag1,0.6841443598033546
return_autocorrelation_1_lag2,-0.020594835382932657
return_autocorrelation_1_lag3,0.12329868353641768
return_autocorrelation_2_lag1,0.938282928623639
return_autocorrelation_2_lag2,0.15061563441159068
return_autocorrelation_2_lag3,0.3557178760085291
return_correlation_ts1_lag_0,0.4539068899984038
return_correlation_ts1_lag_1,0.6727626266760781
return_correlation_ts1_lag_2,-0.13681645869786385
return_correlation_ts1_lag_3,0.42113370478508483
return_correlation_ts2_lag_1,0.39617286918812955
return_correlation_ts2_lag_2,0.04726170318259491
return_correlation_ts2_lag_3,0.052671523280143524
sqreturn_autocorrelation_ts1_lag1,0.31784497226154734
sqreturn_autocorrelation_ts1_lag2,0.31710286665773435
sqreturn_autocorrelation_ts1_lag3,0.6610058726521697
sqreturn_autocorrelation_ts2_lag1,1.1577598363155743
sqreturn_autocorrelation_ts2_lag2,1.281777958097428
sqreturn_autocorrelation_ts2_lag3,2.092394314651112
sqreturn_correlation_ts1_lag_0,0.4539068899984038
sqreturn_correlation_ts1_lag_1,0.6727626266760781
sqreturn_correlation_ts1_lag_2,-0.13681645869786385
sqreturn_correlation_ts1_lag_3,0.42113370478508483
sqreturn_correlation_ts2_lag_1,0.39617286918812955
sqreturn_correlation_ts2_lag_2,0.04726170318259491
sqreturn_correlation_ts2_lag_3,0.052671523280143524
price2_granger_cause_price1,-1.4305401804205222
price1_granger_cause_price2,-0.35542195347011907
