feature,weight
intercept,0.004967517876522305
return_mean1,-0.8386984117778182
return_mean2,-2.1886042935845045
return_sd1,0.08993640980255789
return_sd2,0.017302161799378265
return_skew1,0.34700076627368626
return_skew2,1.5814668914582328
return_kurtosis1,-0.8178797590643377
return_kurtosis2,-3.15025521440375
return_autocorrelation_1_lag1,0.6167719205723631
return_autocorrelation_1_lag2,1.2024510764740421
return_autocorrelation_1_lag3,0.8761137857373619
return_autocorrelation_2_lag1,0.4572970196414016
return_autocorrelation_2_lag2,0.19827201182818757
return_autocorrelation_2_lag3,0.24563008393437713
return_correlation_ts1_lag_0,-0.19374494846623863
return_correlation_ts1_lag_1,0.2936534013953038
return_correlation_ts1_lag_2,0.5982588190488014
return_correlation_ts1_lag_3,0.1339350939553986
return_correlation_ts2_lag_1,0.36299534841846753
return_correlation_ts2_lag_2,0.2081932143688394
return_correlation_ts2_lag_3,0.4074731410824712
sqreturn_autocorrelation_ts1_lag1,-1.6381651060180968
sqreturn_autocorrelation_ts1_lag2,-1.3726356075891315
sqreturn_autocorrelation_ts1_lag3,-1.3509458148590057
sqreturn_autocorrelation_ts2_lag1,-1.8518018791696407
sqreturn_autocorrelation_ts2_lag2,-1.2822505417286099
sqreturn_autocorrelation_ts2_lag3,-1.0511260328983718
sqreturn_correlation_ts1_lag_0,-0.19374494846623863
sqreturn_correlation_ts1_lag_1,0.2936534013953038
sqreturn_correlation_ts1_lag_2,0.5982588190488014
sqreturn_correlation_ts1_lag_3,0.1339350939553986
sqreturn_correlation_ts2_lag_1,0.36299534841846753
sqreturn_correlation_ts2_lag_2,0.2081932143688394
sqreturn_correlation_ts2_lag_3,0.4074731410824712
price2_granger_cause_price1,-1.704039305457177
price1_granger_cause_price2,0.16325871987553742
